SYMBOL,NAME OF COMPANY, ISIN NUMBER,Ticker
PFS,PTC India Financial Services Limited,INE560K01014,PFS.NS
PGEL,PG Electroplast Limited,INE457L01029,PGEL.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,PGHH.NS
PGHL,Procter & Gamble Health Limited,INE199A01012,PGHL.NS
PGIL,Pearl Global Industries Limited,INE940H01022,PGIL.NS
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,PHOENIXLTD.NS
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,PICCADIL.NS
PIDILITIND,Pidilite Industries Limited,INE318A01026,PIDILITIND.NS
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,PIGL.NS
PIIND,PI Industries Limited,INE603J01030,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,PILITA.NS
PINELABS,Pine Labs Limited,INE15B701018,PINELABS.NS
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,PIONEEREMB.NS
PIRAMALFIN,Piramal Finance Limited,INE202B01038,PIRAMALFIN.NS
PITTIENG,Pitti Engineering Limited,INE450D01021,PITTIENG.NS
PIXTRANS,Pix Transmissions Limited,INE751B01018,PIXTRANS.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,INE083C01022,PLASTIBLEN.NS
PLATIND,Platinum Industries Limited,INE0PT501018,PLATIND.NS
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,PLAZACABLE.NS
PNB,Punjab National Bank,INE160A01022,PNB.NS
PNBGILTS,PNB Gilts Limited,INE859A01011,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,PNBHOUSING.NS
PNC,Pritish Nandy Communications Limited,INE392B01011,PNC.NS
PNCINFRA,PNC Infratech Limited,INE195J01029,PNCINFRA.NS
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,PNGJL.NS
POCL,Pondy Oxides & Chemicals Limited,INE063E01053,POCL.NS
PODDARMENT,Poddar Pigments Limited,INE371C01013,PODDARMENT.NS
POKARNA,Pokarna Limited,INE637C01025,POKARNA.NS
POLICYBZR,PB Fintech Limited,INE417T01026,POLICYBZR.NS
POLYCAB,Polycab India Limited,INE455K01017,POLYCAB.NS
POLYMED,Poly Medicure Limited,INE205C01021,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,INE633B01018,POLYPLEX.NS
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,PONNIERODE.NS
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,POONAWALLA.NS
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,POWERGRID.NS
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,INE211R01019,POWERMECH.NS
PPAP,PPAP Automotive Limited,INE095I01015,PPAP.NS
PPL,Prakash Pipes Limited,INE050001010,PPL.NS
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,PPLPHARMA.NS
PRABHA,Prabha Energy Limited,INE0I0M01023,PRABHA.NS
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,PRAENG.NS
PRAJIND,Praj Industries Limited,INE074A01025,PRAJIND.NS
PRAKASH,Prakash Industries Limited,INE603A01013,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,PRAKASHSTL.NS
PRAXIS,Praxis Home Retail Limited,INE546Y01022,PRAXIS.NS
PRECAM,Precision Camshafts Limited,INE484I01029,PRECAM.NS
PRECOT,Precot Limited,INE283A01014,PRECOT.NS
PRECWIRE,Precision Wires India Limited,INE372C01037,PRECWIRE.NS
PREMEXPLN,Premier Explosives Limited,INE863B01029,PREMEXPLN.NS
PREMIER,Premier Limited,INE342A01018,PREMIER.NS
PREMIERENE,Premier Energies Limited,INE0BS701011,PREMIERENE.NS
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,PREMIERPOL.NS
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,PRESTIGE.NS
PRICOLLTD,Pricol Limited,INE726V01018,PRICOLLTD.NS
PRIMESECU,Prime Securities Limited,INE032B01021,PRIMESECU.NS
PRIMO,Primo Chemicals Limited,INE607A01022,PRIMO.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,PRINCEPIPE.NS
PRITI,Priti International Limited,INE974Z01015,PRITI.NS
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029,PRITIKAUTO.NS
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,PRIVISCL.NS
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,PROSTARM.NS
PROTEAN,Protean eGov Technologies Limited,INE004A01022,PROTEAN.NS
PROZONER,Prozone Realty Limited,INE195N01013,PROZONER.NS
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,PRSMJOHNSN.NS
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,PRUDENT.NS
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,PRUDMOULI.NS
PSB,Punjab & Sind Bank,INE608A01012,PSB.NS
PSPPROJECT,PSP Projects Limited,INE488V01015,PSPPROJECT.NS
PTC,PTC India Limited,INE877F01012,PTC.NS
PTCIL,PTC Industries Limited,INE596F01018,PTCIL.NS
PTL,PTL Enterprises Limited,INE034D01049,PTL.NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,PUNJABCHEM.NS
PURVA,Puravankara Limited,INE323I01011,PURVA.NS
PVP,PVP Ventures Limited,INE362A01016,PVP.NS
PVRINOX,PVR INOX Limited,INE191H01014,PVRINOX.NS
PVSL,Popular Vehicles and Services Limited,INE772T01024,PVSL.NS
PWL,Physicswallah Limited,INE0LP301011,PWL.NS
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,PYRAMID.NS
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,QPOWER.NS
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,QUADFUTURE.NS
QUESS,Quess Corp Limited,INE615P01015,QUESS.NS
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,QUICKHEAL.NS
RACE,Race Eco Chain Limited,INE084Q01012,RACE.NS
RACLGEAR,RACL Geartech Limited,INE704B01017,RACLGEAR.NS
RADAAN,Radaan Mediaworks India Limited,INE874F01027,RADAAN.NS
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,RADHIKAJWE.NS
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,RADIANTCMS.NS
RADICO,Radico Khaitan Limited,INE944F01028,RADICO.NS
RADIOCITY,Music Broadcast Limited,INE919I01024,RADIOCITY.NS
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,RAILTEL.NS
RAIN,Rain Industries Limited,INE855B01025,RAIN.NS
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,RAINBOW.NS
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,RAJESHEXPO.NS
RAJMET,Rajnandini Metal Limited,INE00KV01022,RAJMET.NS
RAJOOENG,Rajoo Engineers Limited,INE535F01024,RAJOOENG.NS
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,RAJRATAN.NS
RAJRILTD,Raj Rayon Industries Limited,INE533D01032,RAJRILTD.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,RAJSREESUG.NS
RAJTV,Raj Television Network Limited,INE952H01027,RAJTV.NS
RALLIS,Rallis India Limited,INE613A01020,RALLIS.NS
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,RAMANEWS.NS
RAMAPHO,Rama Phosphates Limited,INE809A01032,RAMAPHO.NS
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,RAMASTEEL.NS
RAMCOCEM,The Ramco Cements Limited,INE331A01037,RAMCOCEM.NS
RAMCOIND,Ramco Industries Limited,INE614A01028,RAMCOIND.NS
RAMCOSYS,Ramco Systems Limited,INE246B01019,RAMCOSYS.NS
RAMKY,Ramky Infrastructure Limited,INE874I01013,RAMKY.NS
RAMRAT,Ram Ratna Wires Limited,INE207E01023,RAMRAT.NS
RANASUG,Rana Sugars Limited,INE625B01014,RANASUG.NS
RANEHOLDIN,Rane Holdings Limited,INE384A01010,RANEHOLDIN.NS
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,RATEGAIN.NS
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,RATNAMANI.NS
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,RATNAVEER.NS
RAYMOND,Raymond Limited,INE301A01014,RAYMOND.NS
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,RAYMONDLSL.NS
RAYMONDREL,Raymond Realty Limited,INE1SY401010,RAYMONDREL.NS
RBA,Restaurant Brands Asia Limited,INE07T201019,RBA.NS
RBLBANK,RBL Bank Limited,INE976G01028,RBLBANK.NS
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,RBZJEWEL.NS
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,RCF.NS
RCOM,Reliance Communications Limited,INE330H01018,RCOM.NS
RECLTD,REC Limited,INE020B01018,RECLTD.NS
REDINGTON,Redington Limited,INE891D01026,REDINGTON.NS
REDTAPE,Redtape Limited,INE0LXT01019,REDTAPE.NS
REFEX,Refex Industries Limited,INE056I01025,REFEX.NS
REGAAL,Regaal Resources Limited,INE0MHO01029,REGAAL.NS
REGENCERAM,Regency Ceramics Limited,INE277C01012,REGENCERAM.NS
RELAXO,Relaxo Footwears Limited,INE131B01039,RELAXO.NS
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,RELCHEMQ.NS
RELIABLE,Reliable Data Services Limited,INE375Y01018,RELIABLE.NS
RELIANCE,Reliance Industries Limited,INE002A01018,RELIANCE.NS
RELIGARE,Religare Enterprises Limited,INE621H01010,RELIGARE.NS
RELTD,Ravindra Energy Limited,INE206N01018,RELTD.NS
REMSONSIND,Remsons Industries Limited,INE474C01023,REMSONSIND.NS
RENUKA,Shree Renuka Sugars Limited,INE087H01022,RENUKA.NS
REPCOHOME,Repco Home Finance Limited,INE612J01015,REPCOHOME.NS
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,REPL.NS
REPRO,Repro India Limited,INE461B01014,REPRO.NS
RESPONIND,Responsive Industries Limited,INE688D01026,RESPONIND.NS
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,RETAIL.NS
RGL,Renaissance Global Limited,INE722H01024,RGL.NS
RHETAN,Rhetan TMT Limited,INE0KKN01029,RHETAN.NS
RHFL,Reliance Home Finance Limited,INE217K01011,RHFL.NS
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,RHIM.NS
RHL,Robust Hotels Limited,INE508K01013,RHL.NS
RICOAUTO,Rico Auto Industries Limited,INE209B01025,RICOAUTO.NS
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,RIIL.NS
RISHABH,Rishabh Instruments Limited,INE0N2P01017,RISHABH.NS
RITCO,Ritco Logistics Limited,INE01EG01016,RITCO.NS
RITES,RITES Limited,INE320J01015,RITES.NS
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,RKDL.NS
RKEC,RKEC Projects Limited,INE786W01010,RKEC.NS
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,RKFORGE.NS
RKSWAMY,R K Swamy Limited,INE0NQ801033,RKSWAMY.NS
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026,RMDRIP.NS
RML,Rane (Madras) Limited,INE050H01012,RML.NS
RNBDENIMS,R&B Denims Limited,INE012Q01021,RNBDENIMS.NS
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,ROHLTD.NS
ROLEXRINGS,Rolex Rings Limited,INE645S01024,ROLEXRINGS.NS
ROLLT,Rollatainers Limited,INE927A01040,ROLLT.NS
ROML,Raj Oil Mills Limited,INE294G01026,ROML.NS
ROSSARI,Rossari Biotech Limited,INE02A801020,ROSSARI.NS
ROSSELLIND,Rossell India Limited,INE847C01020,ROSSELLIND.NS
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,ROSSTECH.NS
ROTO,Roto Pumps Limited,INE535D01037,ROTO.NS
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,ROUTE.NS
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,RPEL.NS
RPGLIFE,RPG Life Sciences Limited,INE105J01010,RPGLIFE.NS
RPOWER,Reliance Power Limited,INE614G01033,RPOWER.NS
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,RPPINFRA.NS
RPPL,Rajshree Polypack Limited,INE760W01023,RPPL.NS
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,RPSGVENT.NS
RPTECH,Rashi Peripherals Limited,INE0J1F01024,RPTECH.NS
RRKABEL,R R Kabel Limited,INE777K01022,RRKABEL.NS
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,RSSOFTWARE.NS
RSWM,RSWM Limited,INE611A01016,RSWM.NS
RSYSTEMS,R Systems International Limited,INE411H01032,RSYSTEMS.NS
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,RTNINDIA.NS
RTNPOWER,RattanIndia Power Limited,INE399K01017,RTNPOWER.NS
RUBFILA,Rubfila International Limited,INE642C01025,RUBFILA.NS
RUBICON,Rubicon Research Limited,INE506V01022,RUBICON.NS
RUBYMILLS,The Ruby Mills Limited,INE301D01026,RUBYMILLS.NS
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,RUCHINFRA.NS
RUCHIRA,Ruchira Papers Limited,INE803H01014,RUCHIRA.NS
RUDRA,Rudra Global Infra Products Limited,INE027T01023,RUDRA.NS
RUPA,Rupa & Company Limited,INE895B01021,RUPA.NS
RUSHIL,Rushil Decor Limited,INE573K01025,RUSHIL.NS
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,RUSTOMJEE.NS
RVHL,Ravinder Heights Limited,INE09E501017,RVHL.NS
RVNL,Rail Vikas Nigam Limited,INE415G01027,RVNL.NS
RVTH,Revathi Equipment India Limited,INE0DAB01012,RVTH.NS
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,S&SPOWER.NS
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,SAATVIKGL.NS
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019,SABEVENTS.NS
SABTNL,Sri Adhikari Brothers Television Network Limited,INE416A01044,SABTNL.NS
SADBHAV,Sadbhav Engineering Limited,INE226H01026,SADBHAV.NS
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,SADBHIN.NS
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,SADHNANIQ.NS
SAFARI,Safari Industries (India) Limited,INE429E01023,SAFARI.NS
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,SAGARDEEP.NS
SAGCEM,Sagar Cements Limited,INE229C01021,SAGCEM.NS
SAGILITY,SAGILITY LIMITED,INE0W2G01015,SAGILITY.NS
SAHYADRI,Sahyadri Industries Limited,INE280H01015,SAHYADRI.NS
SAIL,Steel Authority of India Limited,INE114A01011,SAIL.NS
SAILIFE,Sai Life Sciences Limited,INE570L01029,SAILIFE.NS
SAKAR,Sakar Healthcare Limited,INE732S01012,SAKAR.NS
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,SAKHTISUG.NS
SAKSOFT,Saksoft Limited,INE667G01023,SAKSOFT.NS
SAKUMA,Sakuma Exports Limited,INE190H01024,SAKUMA.NS
SALASAR,Salasar Techno Engineering Limited,INE170V01027,SALASAR.NS
SALONA,Salona Cotspin Limited,INE498E01010,SALONA.NS
SALSTEEL,S.A.L. Steel Limited,INE658G01014,SALSTEEL.NS
SALZERELEC,Salzer Electronics Limited,INE457F01013,SALZERELEC.NS
SAMBHAAV,Sambhaav Media Limited,INE699B01027,SAMBHAAV.NS
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,SAMBHV.NS
SAMHI,Samhi Hotels Limited,INE08U801020,SAMHI.NS
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,SAMMAANCAP.NS
SAMPANN,Sampann Utpadan India Limited,INE735M01018,SAMPANN.NS
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,SANATHAN.NS
SANCO,Sanco Industries Limited,INE782L01012,SANCO.NS
SANDESH,The Sandesh Limited,INE583B01015,SANDESH.NS
SANDHAR,Sandhar Technologies Limited,INE278H01035,SANDHAR.NS
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,SANDUMA.NS
SANGAMIND,Sangam (India) Limited,INE495C01010,SANGAMIND.NS
SANGHIIND,Sanghi Industries Limited,INE999B01013,SANGHIIND.NS
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,SANGHVIMOV.NS
SANGINITA,Sanginita Chemicals Limited,INE753W01010,SANGINITA.NS
SANOFI,Sanofi India Limited,INE058A01010,SANOFI.NS
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,SANOFICONR.NS
SANSERA,Sansera Engineering Limited,INE953O01021,SANSERA.NS
SANSTAR,Sanstar Limited,INE08NE01025,SANSTAR.NS
SANWARIA,Sanwaria Consumer Limited,INE890C01046,SANWARIA.NS
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,SAPPHIRE.NS
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,SARDAEN.NS
SAREGAMA,Saregama India Limited,INE979A01025,SAREGAMA.NS
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,SARLAPOLY.NS
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,SARVESHWAR.NS
SASKEN,Sasken Technologies Limited,INE231F01020,SASKEN.NS
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,SASTASUNDR.NS
SATIA,Satia Industries Limited,INE170E01023,SATIA.NS
SATIN,Satin Creditcare Network Limited,INE836B01017,SATIN.NS
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,SAURASHCEM.NS
SBC,SBC Exports Limited,INE04AK01028,SBC.NS
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,SBCL.NS
SBFC,SBFC Finance Limited,INE423Y01016,SBFC.NS
SBGLP,Suratwwala Business Group Limited,INE05ST01028,SBGLP.NS
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,SBICARD.NS
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,SBILIFE.NS
SBIN,State Bank of India,INE062A01020,SBIN.NS
SCHAEFFLER,Schaeffler India Limited,INE513A01022,SCHAEFFLER.NS
SCHAND,S Chand And Company Limited,INE807K01035,SCHAND.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,SCHNEIDER.NS
SCI,Shipping Corporation Of India Limited,INE109A01011,SCI.NS
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,SCILAL.NS
SCODATUBES,Scoda Tubes Limited,INE090501011,SCODATUBES.NS
SCPL,Sheetal Cool Products Limited,INE501Y01019,SCPL.NS
SDBL,Som Distilleries & Breweries Limited,INE480C01038,SDBL.NS
SEAMECLTD,Seamec Limited,INE497B01018,SEAMECLTD.NS
SECMARK,SecMark Consultancy Limited,INE0BTM01013,SECMARK.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,SECURKLOUD.NS
SEJALLTD,Sejal Glass Limited,INE955I01044,SEJALLTD.NS
SELMC,SEL Manufacturing Company Limited,INE105I01020,SELMC.NS
SEMAC,Semac Construction Limited,INE617A01013,SEMAC.NS
SENCO,Senco Gold Limited,INE602W01027,SENCO.NS
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,SENORES.NS
SEPC,SEPC Limited,INE964H01014,SEPC.NS
SEQUENT,Sequent Scientific Limited,INE807F01027,SEQUENT.NS
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,SERVOTECH.NS
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,SESHAPAPER.NS
SETCO,Setco Automotive Limited,INE878E01021,SETCO.NS
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,SETUINFRA.NS
SEYAIND,Seya Industries Limited,INE573R01012,SEYAIND.NS
SFL,Sheela Foam Limited,INE916U01025,SFL.NS
SGFIN,SG Finserve Limited,INE618R01015,SGFIN.NS
SGIL,Synergy Green Industries Limited,INE00QT01015,SGIL.NS
SGL,STL Global Limited,INE353H01010,SGL.NS
SGLTL,Standard Glass Lining Technology Limited,INE0M4D01010,SGLTL.NS
SGMART,SG Mart Limited,INE385F01024,SGMART.NS
SHAH,Shah Metacorp Limited,INE482J01021,SHAH.NS
SHAHALLOYS,Shah Alloys Limited,INE640C01011,SHAHALLOYS.NS
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,SHAILY.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,SHAKTIPUMP.NS
SHALBY,Shalby Limited,INE597J01018,SHALBY.NS
SHALPAINTS,Shalimar Paints Limited,INE849C01026,SHALPAINTS.NS
SHANKARA,Shankara Building Products Limited,INE274V01019,SHANKARA.NS
SHANTI,Shanti Overseas (India) Limited,INE933X01016,SHANTI.NS
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,SHANTIGEAR.NS
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017,SHANTIGOLD.NS
SHARDACROP,Sharda Cropchem Limited,INE221J01015,SHARDACROP.NS
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,SHARDAMOTR.NS
SHAREINDIA,Share India Securities Limited,INE932X01026,SHAREINDIA.NS
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,SHEKHAWATI.NS
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,SHEMAROO.NS
SHILCTECH,Shilchar Technologies Limited,INE024F01011,SHILCTECH.NS
SHILPAMED,Shilpa Medicare Limited,INE790G01031,SHILPAMED.NS
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,SHIVALIK.NS
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,SHIVAMAUTO.NS
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,SHIVAMILLS.NS
SHIVATEX,Shiva Texyarn Limited,INE705C01020,SHIVATEX.NS
SHIVAUM,Shiv Aum Steels Limited,INE719F01016,SHIVAUM.NS
SHK,S H Kelkar and Company Limited,INE500L01026,SHK.NS
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,SHOPERSTOP.NS
SHRADHA,Shradha Infraprojects Limited,INE715Y01031,SHRADHA.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,SHREDIGCEM.NS
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,SHREECEM.NS
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,SHREEJISPG.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,SHREEPUSHK.NS
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,SHREERAMA.NS
SHRENIK,Shrenik Limited,INE632X01030,SHRENIK.NS
SHREYANIND,Shreyans Industries Limited,INE231C01019,SHREYANIND.NS
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,SHRINGARMS.NS
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,SHRIPISTON.NS
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,SHRIRAMFIN.NS
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,SHRIRAMPPS.NS
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,SHYAMCENT.NS
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,SHYAMMETL.NS
SHYAMTEL,Shyam Telecom Limited,INE635A01023,SHYAMTEL.NS
SICALLOG,Sical Logistics Limited,INE075B01020,SICALLOG.NS
SIEMENS,Siemens Limited,INE003A01024,SIEMENS.NS
SIGACHI,Sigachi Industries Limited,INE0D0K01022,SIGACHI.NS
SIGIND,Signet Industries Limited,INE529F01035,SIGIND.NS
SIGMA,Sigma Solve Limited,INE0A0S01028,SIGMA.NS
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,SIGNATURE.NS
SIGNPOST,Signpost India Limited,INE0KGZ01021,SIGNPOST.NS
SIKKO,Sikko Industries Limited,INE112X01025,SIKKO.NS
SIL,Standard Industries Limited,INE173A01025,SIL.NS
SILGO,Silgo Retail Limited,INE01II01013,SILGO.NS
SILINV,SIL Investments Limited,INE923A01015,SILINV.NS
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,SILLYMONKS.NS
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,SILVERTUC.NS
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,SIMBHALS.NS
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,SIMPLEXINF.NS
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,SINCLAIR.NS
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,SINDHUTRAD.NS
SINTERCOM,Sintercom India Limited,INE129Z01016,SINTERCOM.NS
SIRCA,Sirca Paints India Limited,INE792Z01011,SIRCA.NS
SIS,SIS LIMITED,INE285J01028,SIS.NS
SITINET,Siti Networks Limited,INE965H01011,SITINET.NS
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,SIYSIL.NS
SJS,S.J.S. Enterprises Limited,INE284S01014,SJS.NS
SJVN,SJVN Limited,INE002L01015,SJVN.NS
SKFINDIA,SKF India Limited,INE640A01023,SKFINDIA.NS
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,SKFINDUS.NS
SKIPPER,Skipper Limited,INE439E01022,SKIPPER.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01015,SKMEGGPROD.NS
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,SKYGOLD.NS
SMARTLINK,Smartlink Holdings Limited,INE178C01020,SMARTLINK.NS
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,SMARTWORKS.NS
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,SMCGLOBAL.NS
SMLMAH,SML Mahindra Limited,INE294B01019,SMLMAH.NS
SMLT,Sarthak Metals Limited,INE017W01010,SMLT.NS
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,SMSPHARMA.NS
SNOWMAN,Snowman Logistics Limited,INE734N01019,SNOWMAN.NS
SOBHA,Sobha Limited,INE671H01015,SOBHA.NS
SOFTTECH,Softtech Engineers Limited,INE728Z01015,SOFTTECH.NS
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,SOLARA.NS
SOLARINDS,Solar Industries India Limited,INE343H01029,SOLARINDS.NS
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,SOLARWORLD.NS
SOLEX,Solex Energy Limited,INE880Y01017,SOLEX.NS
SOMANYCERA,Somany Ceramics Limited,INE355A01028,SOMANYCERA.NS
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,SOMATEX.NS
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,SOMICONVEY.NS
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,SONACOMS.NS
SONAMLTD,SONAM LIMITED,INE00LM01029,SONAMLTD.NS
SONATSOFTW,Sonata Software Limited,INE269A01021,SONATSOFTW.NS
SOTL,Savita Oil Technologies Limited,INE035D01020,SOTL.NS
SOUTHBANK,The South Indian Bank Limited,INE683A01023,SOUTHBANK.NS
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,SOUTHWEST.NS
SPAL,S. P. Apparels Limited,INE212I01016,SPAL.NS
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,SPANDANA.NS
